TIMESTEP (H),TIMESTEP (min),Time,Time_sin,Time_cos,day_of_year,Day of Year_sin,Day of Year_cos,day_of_week,Day of Week_sin,Day of Week_cos,To,RHo,I_dir,I_dif,I_gr,v_wind
8427.5,505650,3.5,0.79335334,0.608761429,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-1.95,77.5,0,0,0,0
8427.583333,505655,3.583333333,0.806444604,0.591309648,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-1.975,78.41666667,0,0,0,0
8427.666667,505660,3.666666667,0.819152044,0.573576436,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-2,79.33333333,0,0,0,0
8427.75,505665,3.75,0.831469612,0.555570233,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-2.025,80.25,0,0,0,0
8427.833333,505670,3.833333333,0.843391446,0.537299608,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-2.05,81.16666667,0,0,0,0
8427.916667,505675,3.916666667,0.854911871,0.518773258,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-2.075,82.08333333,0,0,0,0
8428,505680,4,0.866025404,0.5,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-2.1,83,0,0,0,0
8428.083333,505685,4.083333333,0.876726756,0.480988769,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-2.091666667,82.91666667,0,0,0,0
8428.166667,505690,4.166666667,0.887010833,0.461748613,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-2.083333333,82.83333333,0,0,0,0
8428.25,505695,4.25,0.896872742,0.44228869,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-2.075,82.75,0,0,0,0
8428.333333,505700,4.333333333,0.906307787,0.422618262,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-2.066666667,82.66666667,0,0,0,0
8428.416667,505705,4.416666667,0.915311479,0.40274669,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-2.058333333,82.58333333,0,0,0,0
8428.5,505710,4.5,0.923879533,0.382683432,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-2.05,82.5,0,0,0,0
8428.583333,505715,4.583333333,0.932007869,0.362438038,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-2.041666667,82.41666667,0,0,0,0
8428.666667,505720,4.666666667,0.939692621,0.342020143,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-2.033333333,82.33333333,0,0,0,0
8428.75,505725,4.75,0.946930129,0.321439465,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-2.025,82.25,0,0,0,0
8428.833333,505730,4.833333333,0.953716951,0.3007058,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-2.016666667,82.16666667,0,0,0,0
8428.916667,505735,4.916666667,0.960049854,0.279829014,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-2.008333333,82.08333333,0,0,0,0
8429,505740,5,0.965925826,0.258819045,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-2,82,0,0,0,0
8429.083333,505745,5.083333333,0.97134207,0.237685892,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-2.033333333,81.5,0,0,0,0
8429.166667,505750,5.166666667,0.976296007,0.216439614,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-2.066666667,81,0,0,0,0
8429.25,505755,5.25,0.98078528,0.195090322,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-2.1,80.5,0,0,0,0
8429.333333,505760,5.333333333,0.984807753,0.173648178,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-2.133333333,80,0,0,0,0
8429.416667,505765,5.416666667,0.98836151,0.152123386,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-2.166666667,79.5,0,0,0,0
8429.5,505770,5.5,0.991444861,0.130526192,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-2.2,79,0,0,0,0
8429.583333,505775,5.583333333,0.994056338,0.108866875,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-2.233333333,78.5,0,0,0,0
8429.666667,505780,5.666666667,0.996194698,0.087155743,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-2.266666667,78,0,0,0,0
8429.75,505785,5.75,0.997858923,0.065403129,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-2.3,77.5,0,0,0,0
8429.833333,505790,5.833333333,0.999048222,0.043619387,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-2.333333333,77,0,0,0,0
8429.916667,505795,5.916666667,0.999762027,0.021814885,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-2.366666667,76.5,0,0,0,0
8430,505800,6,1,6.12E-17,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-2.4,76,0,0,0,0
8430.083333,505805,6.083333333,0.999762027,-0.021814885,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-2.416666667,74.83333333,0,0,0,0
8430.166667,505810,6.166666667,0.999048222,-0.043619387,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-2.433333333,73.66666667,0,0,0,0
8430.25,505815,6.25,0.997858923,-0.065403129,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-2.45,72.5,0,0,0,0
8430.333333,505820,6.333333333,0.996194698,-0.087155743,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-2.466666667,71.33333333,0,0,0,0
8430.416667,505825,6.416666667,0.994056338,-0.108866875,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-2.483333333,70.16666667,0,0,0,0
8430.5,505830,6.5,0.991444861,-0.130526192,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-2.5,69,0,0,0,0
8430.583333,505835,6.583333333,0.98836151,-0.152123386,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-2.516666667,67.83333333,0,0,0,0
8430.666667,505840,6.666666667,0.984807753,-0.173648178,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-2.533333333,66.66666667,0,0,0,0
8430.75,505845,6.75,0.98078528,-0.195090322,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-2.55,65.5,0,0,0,0
8430.833333,505850,6.833333333,0.976296007,-0.216439614,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-2.566666667,64.33333333,0,0,0,0
8430.916667,505855,6.916666667,0.97134207,-0.237685892,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-2.583333333,63.16666667,0,0,0,0
8431,505860,7,0.965925826,-0.258819045,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-2.6,62,0,0,0,0
8431.083333,505865,7.083333333,0.960049854,-0.279829014,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-2.675,61.5,0,0,0,0
8431.166667,505870,7.166666667,0.953716951,-0.3007058,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-2.75,61,0,0,0,0
8431.25,505875,7.25,0.946930129,-0.321439465,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-2.825,60.5,0,0,0,0
8431.333333,505880,7.333333333,0.939692621,-0.342020143,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-2.9,60,0,0,0,0
8431.416667,505885,7.416666667,0.932007869,-0.362438038,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-2.975,59.5,0,0,0,0
8431.5,505890,7.5,0.923879533,-0.382683432,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-3.05,59,0,0,0,0
8431.583333,505895,7.583333333,0.915311479,-0.40274669,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-3.125,58.5,0,0,0,0
8431.666667,505900,7.666666667,0.906307787,-0.422618262,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-3.2,58,0,0,0,0
8431.75,505905,7.75,0.896872742,-0.44228869,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-3.275,57.5,0,0,0,0
8431.833333,505910,7.833333333,0.887010833,-0.461748613,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-3.35,57,0,0,0,0
8431.916667,505915,7.916666667,0.876726756,-0.480988769,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-3.425,56.5,0,0,0,0
8432,505920,8,0.866025404,-0.5,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-3.5,56,0,0,0,0
8432.083333,505925,8.083333333,0.854911871,-0.518773258,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-3.558333333,56.58333333,0,0,0,0
8432.166667,505930,8.166666667,0.843391446,-0.537299608,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-3.616666667,57.16666667,0,0,0,0
8432.25,505935,8.25,0.831469612,-0.555570233,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-3.675,57.75,0,0,0,0
8432.333333,505940,8.333333333,0.819152044,-0.573576436,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-3.733333333,58.33333333,0,0,0,0
8432.416667,505945,8.416666667,0.806444604,-0.591309648,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-3.791666667,58.91666667,0,0,0,0
8432.5,505950,8.5,0.79335334,-0.608761429,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-3.85,59.5,0,0,0,0
8432.583333,505955,8.583333333,0.779884483,-0.625923472,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-3.908333333,60.08333333,34.75,3.916666667,1.545435517,0
8432.666667,505960,8.666666667,0.766044443,-0.64278761,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-3.966666667,60.66666667,69.5,7.833333333,3.253831912,0
8432.75,505965,8.75,0.751839807,-0.659345815,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-4.025,61.25,104.25,11.75,5.121263207,0
8432.833333,505970,8.833333333,0.737277337,-0.675590208,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-4.083333333,61.83333333,139,15.66666667,7.143650801,0
8432.916667,505975,8.916666667,0.722363962,-0.691513056,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-4.141666667,62.41666667,173.75,19.58333333,9.316766662,0
8433,505980,9,0.707106781,-0.707106781,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-4.2,63,208.5,23.5,11.63623665,0
8433.083333,505985,9.083333333,0.691513056,-0.722363962,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-4.2,63.25,243.25,27.41666667,14.09754393,0
8433.166667,505990,9.166666667,0.675590208,-0.737277337,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-4.2,63.5,278,31.33333333,16.69603248,0
8433.25,505995,9.25,0.659345815,-0.751839807,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-4.2,63.75,312.75,35.25,19.42691075,0
8433.333333,506000,9.333333333,0.64278761,-0.766044443,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-4.2,64,347.5,39.16666667,22.28525532,0
8433.416667,506005,9.416666667,0.625923472,-0.779884483,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-4.2,64.25,382.25,43.08333333,25.26601476,0
8433.5,506010,9.5,0.608761429,-0.79335334,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-4.2,64.5,417,47,28.36401354,0
8433.583333,506015,9.583333333,0.591309648,-0.806444604,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-4.2,64.75,422.0833333,50.5,30.0858889,0
8433.666667,506020,9.666666667,0.564606926,-0.825359933,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-4.2,65,427.1666667,54,31.80603166,0
8433.75,506025,9.75,0.546467433,-0.837480355,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-4.2,65.25,432.25,57.5,33.52332465,0
8433.833333,506030,9.833333333,0.528067851,-0.849202182,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-4.2,65.5,437.3333333,61,35.23664336,0
8433.916667,506035,9.916666667,0.509416937,-0.860519834,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-4.2,65.75,442.4166667,64.5,36.94485666,0
8434,506040,10,0.490523568,-0.871427925,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-4.2,66,447.5,68,38.64682769,0
8434.083333,506045,10.08333333,0.471396737,-0.881921264,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-4.366666667,65.91666667,452.5833333,71.5,40.34141453,0
8434.166667,506050,10.16666667,0.452045546,-0.891994857,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-4.533333333,65.83333333,457.6666667,75,42.02747108,0
8434.25,506055,10.25,0.432479206,-0.901643908,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-4.7,65.75,462.75,78.5,43.70384785,0
8434.333333,506060,10.33333333,0.41270703,-0.910863825,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-4.866666667,65.66666667,467.8333333,82,45.36939274,0
8434.416667,506065,10.41666667,0.392738427,-0.91965022,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-5.033333333,65.58333333,472.9166667,85.5,47.02295186,0
8434.5,506070,10.5,0.372582902,-0.927998912,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-5.2,65.5,478,89,48.66337038,0
8434.583333,506075,10.58333333,0.352250048,-0.935905927,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-5.366666667,65.41666667,484,90.41666667,49.93314825,0
8434.666667,506080,10.66666667,0.331749542,-0.943367501,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-5.533333333,65.33333333,490,91.83333333,51.18964001,0
8434.75,506085,10.75,0.311091141,-0.950380083,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-5.7,65.25,496,93.25,52.43153339,0
8434.833333,506090,10.83333333,0.290284677,-0.956940336,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-5.866666667,65.16666667,502,94.66666667,53.65751649,0
8434.916667,506095,10.91666667,0.279829014,-0.960049854,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-6.033333333,65.08333333,508,96.08333333,54.86627873,0
8435,506100,11,0.258819045,-0.965925826,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-6.2,65,514,97.5,56.05651184,0
8435.083333,506105,11.08333333,0.237685892,-0.97134207,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-6.233333333,64.08333333,520,98.91666667,57.22691078,0
8435.166667,506110,11.16666667,0.216439614,-0.976296007,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-6.266666667,63.16666667,526,100.3333333,58.37617473,0
8435.25,506115,11.25,0.195090322,-0.98078528,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-6.3,62.25,532,101.75,59.50300806,0
8435.333333,506120,11.33333333,0.173648178,-0.984807753,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-6.333333333,61.33333333,538,103.1666667,60.60612125,0
8435.416667,506125,11.41666667,0.152123386,-0.98836151,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-6.366666667,60.41666667,544,104.5833333,61.68423189,0
8435.5,506130,11.5,0.130526192,-0.991444861,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-6.4,59.5,550,106,62.73606566,0
8435.583333,506135,11.58333333,0.108866875,-0.994056338,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-6.433333333,58.58333333,554,106.0833333,63.34161492,0
8435.666667,506140,11.66666667,0.087155743,-0.996194698,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-6.466666667,57.66666667,558,106.1666667,63.91654502,0
8435.75,506145,11.75,0.065403129,-0.997858923,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-6.5,56.75,562,106.25,64.45998662,0
8435.833333,506150,11.83333333,0.043619387,-0.999048222,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-6.533333333,55.83333333,566,106.3333333,64.97108373,0
8435.916667,506155,11.91666667,0.021814885,-0.999762027,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-6.566666667,54.91666667,570,106.4166667,65.44899438,0
8436,506160,12,1.22E-16,-1,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-6.6,54,574,106.5,65.89289128,0
8436.083333,506165,12.08333333,-0.021814885,-0.999762027,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-6.641666667,54.16666667,578,106.5833333,66.30196241,0
8436.166667,506170,12.16666667,-0.043619387,-0.999048222,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-6.683333333,54.33333333,582,106.6666667,66.67541167,0
8436.25,506175,12.25,-0.065403129,-0.997858923,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-6.725,54.5,586,106.75,67.0124595,0
8436.333333,506180,12.33333333,-0.087155743,-0.996194698,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-6.766666667,54.66666667,590,106.8333333,67.31234348,0
8436.416667,506185,12.41666667,-0.108866875,-0.994056338,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-6.808333333,54.83333333,594,106.9166667,67.57431896,0
8436.5,506190,12.5,-0.130526192,-0.991444861,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-6.85,55,598,107,67.79765961,0
8436.583333,506195,12.58333333,-0.152123386,-0.98836151,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-6.891666667,55.16666667,582.6666667,109.3333333,66.93621537,0
8436.666667,506200,12.66666667,-0.173648178,-0.984807753,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-6.933333333,55.33333333,567.3333333,111.6666667,66.04636021,0
8436.75,506205,12.75,-0.195090322,-0.98078528,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-6.975,55.5,552,114,65.13106738,0
8436.833333,506210,12.83333333,-0.216439614,-0.976296007,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-7.016666667,55.66666667,536.6666667,116.3333333,64.19331743,0
8436.916667,506215,12.91666667,-0.237685892,-0.97134207,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-7.058333333,55.83333333,521.3333333,118.6666667,63.2360958,0
8437,506220,13,-0.258819045,-0.965925826,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-7.1,56,506,121,62.26239054,0
8437.083333,506225,13.08333333,-0.279829014,-0.960049854,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-7.25,58,490.6666667,123.3333333,61.27518997,0
8437.166667,506230,13.16666667,-0.3007058,-0.953716951,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-7.4,60,475.3333333,125.6666667,60.27748035,0
8437.25,506235,13.25,-0.321439465,-0.946930129,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-7.55,62,460,128,59.27224354,0
8437.333333,506240,13.33333333,-0.342020143,-0.939692621,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-7.7,64,444.6666667,130.3333333,58.26245472,0
8437.416667,506245,13.41666667,-0.362438038,-0.932007869,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-7.85,66,429.3333333,132.6666667,57.25108002,0
8437.5,506250,13.5,-0.382683432,-0.923879533,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-8,68,414,135,56.24107431,0
8437.583333,506255,13.58333333,-0.40274669,-0.915311479,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-8.15,70,407.5,134.25,55.23398882,0
8437.666667,506260,13.66666667,-0.422618262,-0.906307787,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-8.3,72,401,133.5,54.21583785,0
8437.75,506265,13.75,-0.44228869,-0.896872742,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-8.45,74,394.5,132.75,53.18797143,0
8437.833333,506270,13.83333333,-0.461748613,-0.887010833,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-8.6,76,388,132,52.15173758,0
8437.916667,506275,13.91666667,-0.480988769,-0.876726756,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-8.75,78,381.5,131.25,51.10848138,0
8438,506280,14,-0.5,-0.866025404,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-8.9,80,375,130.5,50.05954395,0
8438.083333,506285,14.08333333,-0.518773258,-0.854911871,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-8.841666667,78.25,368.5,129.75,49.0062614,0
8438.166667,506290,14.16666667,-0.537299608,-0.843391446,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-8.783333333,76.5,362,129,47.94996395,0
8438.25,506295,14.25,-0.555570233,-0.831469612,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-8.725,74.75,355.5,128.25,46.89197484,0
8438.333333,506300,14.33333333,-0.573576436,-0.819152044,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-8.666666667,73,349,127.5,45.83360942,0
8438.416667,506305,14.41666667,-0.591309648,-0.806444604,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-8.608333333,71.25,342.5,126.75,44.77617418,0
8438.5,506310,14.5,-0.608761429,-0.79335334,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-8.55,69.5,336,126,43.72096578,0
8438.583333,506315,14.58333333,-0.625923472,-0.779884483,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-8.491666667,67.75,340.1666667,121.8333333,42.55631272,0
8438.666667,506320,14.66666667,-0.64278761,-0.766044443,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-8.433333333,66,344.3333333,117.6666667,41.36016429,0
8438.75,506325,14.75,-0.659345815,-0.751839807,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-8.375,64.25,348.5,113.5,40.13215814,0
8438.833333,506330,14.83333333,-0.675590208,-0.737277337,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-8.316666667,62.5,352.6666667,109.3333333,38.87195392,0
8438.916667,506335,14.91666667,-0.691513056,-0.722363962,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-8.258333333,60.75,356.8333333,105.1666667,37.57923368,0
8439,506340,15,-0.707106781,-0.707106781,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-8.2,59,361,101,36.25370216,0
8439.083333,506345,15.08333333,-0.722363962,-0.691513056,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-8.25,58.66666667,365.1666667,96.83333333,34.89508716,0
8439.166667,506350,15.16666667,-0.737277337,-0.675590208,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-8.3,58.33333333,369.3333333,92.66666667,33.50313985,0
8439.25,506355,15.25,-0.751839807,-0.659345815,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-8.35,58,373.5,88.5,32.07763508,0
8439.333333,506360,15.33333333,-0.766044443,-0.64278761,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-8.4,57.66666667,377.6666667,84.33333333,30.61837165,0
8439.416667,506365,15.41666667,-0.779884483,-0.625923472,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-8.45,57.33333333,381.8333333,80.16666667,29.12517261,0
8439.5,506370,15.5,-0.79335334,-0.608761429,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-8.5,57,386,76,27.5978855,0
8439.583333,506375,15.58333333,-0.806444604,-0.591309648,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-8.55,56.66666667,353.8333333,72.25,25.03300167,0
8439.666667,506380,15.66666667,-0.819152044,-0.573576436,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-8.6,56.33333333,321.6666667,68.5,22.59727375,0
8439.75,506385,15.75,-0.831469612,-0.555570233,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-8.65,56,289.5,64.75,20.29490455,0
8439.833333,506390,15.83333333,-0.843391446,-0.537299608,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-8.7,55.66666667,257.3333333,61,18.12996398,0
8439.916667,506395,15.91666667,-0.854911871,-0.518773258,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-8.75,55.33333333,225.1666667,57.25,16.10638583,0
8440,506400,16,-0.866025404,-0.5,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-8.8,55,193,53.5,14.22796482,0
8440.083333,506405,16.08333333,-0.876726756,-0.480988769,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-8.8,55.66666667,160.8333333,49.75,12.49835362,0
8440.166667,506410,16.16666667,-0.887010833,-0.461748613,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-8.8,56.33333333,128.6666667,46,10.92106007,0
8440.25,506415,16.25,-0.896872742,-0.44228869,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-8.8,57,96.5,42.25,9.499444416,0
8440.333333,506420,16.33333333,-0.906307787,-0.422618262,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-8.8,57.66666667,64.33333333,38.5,8.236716763,0
8440.416667,506425,16.41666667,-0.915311479,-0.40274669,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-8.8,58.33333333,32.16666667,34.75,7.135934514,0
8440.5,506430,16.5,-0.927998912,-0.372582902,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-8.8,59,0,31,6.2,0
8440.583333,506435,16.58333333,-0.935905927,-0.352250048,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-8.8,59.66666667,0,28.83333333,5.766666667,0
8440.666667,506440,16.66666667,-0.943367501,-0.331749542,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-8.8,60.33333333,0,0,0,0
8440.75,506445,16.75,-0.950380083,-0.311091141,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-8.8,61,0,0,0,0
8440.833333,506450,16.83333333,-0.956940336,-0.290284677,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-8.8,61.66666667,0,0,0,0
8440.916667,506455,16.91666667,-0.963045137,-0.269340054,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-8.8,62.33333333,0,0,0,0
8441,506460,17,-0.96869158,-0.248267239,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-8.8,63,0,0,0,0
8441.083333,506465,17.08333333,-0.973876979,-0.227076263,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-8.958333333,62.08333333,0,0,0,0
8441.166667,506470,17.16666667,-0.978598866,-0.205777211,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-9.116666667,61.16666667,0,0,0,0
8441.25,506475,17.25,-0.982854992,-0.18438022,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-9.275,60.25,0,0,0,0
8441.333333,506480,17.33333333,-0.986643332,-0.162895473,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-9.433333333,59.33333333,0,0,0,0
8441.416667,506485,17.41666667,-0.989962084,-0.141333198,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-9.591666667,58.41666667,0,0,0,0
8441.5,506490,17.5,-0.992809667,-0.119703655,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-9.75,57.5,0,0,0,0
8441.583333,506495,17.58333333,-0.995184727,-0.09801714,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-9.908333333,56.58333333,0,0,0,0
8441.666667,506500,17.66666667,-0.997086132,-0.076283975,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-10.06666667,55.66666667,0,0,0,0
8441.75,506505,17.75,-0.998512979,-0.054514502,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-10.225,54.75,0,0,0,0
8441.833333,506510,17.83333333,-0.999464587,-0.032719083,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-10.38333333,53.83333333,0,0,0,0
8441.916667,506515,17.91666667,-0.999940505,-0.010908091,352,-0.221921513,0.975064532,2,0.974927912,-0.222520934,-10.54166667,52.91666667,0,0,0,0
